molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,bioactivity_class,MW,LogP,HBD,HBA
CHEMBL5761824,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)ncc2C(N)=O)c1,550.0,nM,6.26,active,374.4040000000001,3.1872,4.0,6.0
CHEMBL5994835,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCN(C)C)c3)ncc2F)c1,100.0,nM,,active,436.4910000000002,4.167800000000002,3.0,7.0
CHEMBL5759591,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c3)ncc2C)c1,550.0,nM,6.26,active,644.8020000000004,5.007620000000004,6.0,9.0
CHEMBL5858538,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3)ncc2C(F)(F)F)c1,550.0,nM,6.26,active,429.4020000000001,5.115700000000002,3.0,6.0
CHEMBL6022830,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2F)c1,550.0,nM,6.26,active,380.3830000000001,3.631000000000001,3.0,7.0
CHEMBL5888462,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC(F)(F)F)c3)ncc2F)c1,1000.0,nM,,active,433.36500000000007,5.126000000000001,3.0,6.0
CHEMBL5903158,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)ncc2C(F)(F)F)c1,100.0,nM,,active,399.37600000000003,5.107100000000002,3.0,5.0
CHEMBL5825514,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(F)cc3)ncc2F)c1,550.0,nM,6.26,active,367.35900000000004,4.366500000000002,3.0,5.0
CHEMBL5877203,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccccc3)ncc2C)c1,100.0,nM,,active,346.39000000000004,4.445420000000002,2.0,5.0
CHEMBL6062263,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCC(C)(C)O)c3)ncc2F)c1,1000.0,nM,,active,471.9200000000002,5.0305000000000035,4.0,7.0
CHEMBL5964110,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(OCCOC)c3)ncc2F)c1,550.0,nM,6.26,active,497.5270000000004,4.277800000000004,3.0,9.0
CHEMBL5928141,C=C(C#N)C(O)c1cccc(Nc2nc(Nc3ccc(OCC(C)(C)O)nc3)ncc2F)c1,550.0,nM,6.26,active,450.4740000000002,3.7607800000000005,4.0,9.0
CHEMBL5858035,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(C)(C)O)nc3)ncc2F)c1,550.0,nM,6.26,active,438.4630000000002,3.772100000000002,4.0,8.0
CHEMBL5918405,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(C)(C)O)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,455.4650000000002,4.516200000000003,4.0,7.0
CHEMBL5950214,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H]4CCOC4)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,453.44900000000024,4.534200000000002,3.0,7.0
CHEMBL6003257,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCS(C)(=O)=O)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,503.5310000000003,4.180000000000002,3.0,8.0
CHEMBL5997917,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCCOC)c3)ncc2F)c1,1000.0,nM,,active,457.8930000000002,4.906000000000002,3.0,7.0
CHEMBL5977247,C=C(C)C(=O)c1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,440.45000000000016,5.026000000000003,2.0,7.0
CHEMBL5964547,C=C(C)C(=O)c1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,550.0,nM,6.26,active,440.45000000000016,5.0260000000000025,2.0,7.0
CHEMBL5833583,C=C(C#N)C(O)c1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,1000.0,nM,,active,453.44900000000024,4.380380000000002,3.0,8.0
CHEMBL6048496,C=C(C#N)C(O)c1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,550.0,nM,6.26,active,453.4490000000002,4.3803800000000015,3.0,8.0
CHEMBL5804385,C=C(C)C(=O)Cc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,100.0,nM,,active,454.4770000000002,4.954900000000004,2.0,7.0
CHEMBL5911586,C=C(C)C(=O)Cc1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,550.0,nM,6.26,active,454.4770000000002,4.954900000000003,2.0,7.0
CHEMBL5884157,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC(C)(C)CO)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,455.4650000000002,4.516200000000003,4.0,7.0
CHEMBL5932966,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC(C)CO)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,441.43800000000016,4.126100000000001,4.0,7.0
CHEMBL5976678,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(O)CO)c(F)c3)ncc2F)c1,100.0,nM,,active,457.4370000000002,3.0985000000000005,5.0,8.0
CHEMBL5900639,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(O)CO)cc3)ncc2F)c1,100.0,nM,,active,439.4470000000002,2.9594000000000005,5.0,8.0
CHEMBL5866027,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OC(C)(C)CO)c3)ncc2F)c1,1000.0,nM,,active,471.9200000000002,5.0305000000000035,4.0,7.0
CHEMBL5808700,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OC(C)CO)c3)ncc2F)c1,550.0,nM,6.26,active,457.89300000000014,4.640400000000003,4.0,7.0
CHEMBL5983473,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3ccc(O[C@H]4CCOC4)cc3)n2)c1,550.0,nM,6.26,active,435.45900000000023,4.395100000000002,3.0,7.0
CHEMBL6011214,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OCC(O)CO)c3)ncc2F)c1,100.0,nM,,active,439.4470000000002,2.9594000000000005,5.0,8.0
CHEMBL6033704,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@@H]4CCOC4)c3)ncc2F)c1,1000.0,nM,,active,469.9040000000002,5.048500000000002,3.0,7.0
CHEMBL2216827,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1000.0,nM,,active,499.5060000000002,4.774300000000002,4.0,8.0
CHEMBL5939963,C=CC(=O)N1CCOc2ccc(Nc3ncc(F)c(Nc4ccc(OCc5ccccn5)c(Cl)c4)n3)cc21,1000.0,nM,,active,532.9630000000003,5.641700000000004,2.0,8.0
CHEMBL5954631,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)C1,1000.0,nM,,active,433.45900000000023,3.1125000000000016,2.0,7.0
CHEMBL5762343,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)C1,1000.0,nM,,active,415.4690000000002,2.9734000000000007,2.0,7.0
CHEMBL5895507,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4cccnc4)cc3)ncc2F)c1,1000.0,nM,,active,442.4540000000001,5.414700000000003,3.0,7.0
CHEMBL5935248,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc(OC4CCOC4)cc3)ncc2F)C1,550.0,nM,6.26,active,427.48000000000025,3.1159000000000017,2.0,7.0
CHEMBL5751497,C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc(O[C@@H]4CCOC4)cc3)ncc2F)C1,550.0,nM,6.26,active,427.48000000000025,3.1159000000000017,2.0,7.0
CHEMBL5767790,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(c3)OCCO4)ncc2F)c1,550.0,nM,6.26,active,407.4050000000002,3.9986000000000015,3.0,7.0
CHEMBL5970856,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2C#N)c1,100.0,nM,,active,448.45800000000025,4.124280000000002,3.0,8.0
CHEMBL5856597,C=CC(=O)Nc1ccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)cc1,1000.0,nM,,active,441.43800000000016,4.391700000000003,3.0,7.0
CHEMBL5828011,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2C(F)(F)F)c1,100.0,nM,,active,491.4450000000002,5.271400000000003,3.0,7.0
CHEMBL6026532,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCC(O)CO)c3)ncc2F)c1,550.0,nM,6.26,active,473.89200000000017,3.612800000000001,5.0,8.0
CHEMBL5934972,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@H]4CCOC4)c3)ncc2F)c1,1000.0,nM,,active,469.9040000000002,5.048500000000002,3.0,7.0
CHEMBL6049268,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC[C@@H]4C[C@@H](O)CN4)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,482.4910000000002,3.4681000000000015,5.0,8.0
CHEMBL5780633,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCNC(=O)OC(C)(C)C)c(F)c3)ncc2F)c1,1000.0,nM,,active,570.5970000000004,5.286600000000004,4.0,9.0
CHEMBL5916856,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@@H](C)CO)c3)ncc2F)c1,1000.0,nM,,active,457.89300000000014,4.640400000000003,4.0,7.0
CHEMBL5896750,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@H](C)CO)c3)ncc2F)c1,1000.0,nM,,active,457.89300000000014,4.640400000000003,4.0,7.0
CHEMBL5820435,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCOC)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,485.4910000000003,4.408300000000002,3.0,8.0
CHEMBL5910371,Cc1cccc(Nc2nc(Nc3cccc(NC(=O)/C=C/CN(C)C)c3)ncc2C)c1,100.0,nM,,active,416.5290000000002,4.636940000000003,3.0,6.0
CHEMBL5797771,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCNC(=O)CCCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,1013.1789999999997,4.836600000000006,8.0,15.0
CHEMBL6043031,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCNC(=O)CCCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)cc3)ncc2F)c1,100.0,nM,,active,995.1889999999997,4.697500000000007,8.0,15.0
CHEMBL5845905,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(O[C@@H](C)COC(=O)[C@@H](N)C(C)C)c3)ncc2F)c1,1000.0,nM,,active,557.0260000000003,5.174600000000003,4.0,9.0
CHEMBL5905533,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCNC(=O)OC(C)(C)C)cc3)ncc2F)c1,100.0,nM,,active,552.6070000000004,5.147500000000004,4.0,9.0
CHEMBL6037302,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCN=[N+]=[N-])cc3)ncc2F)c1,550.0,nM,6.26,active,478.4880000000003,4.933100000000003,3.0,8.0
CHEMBL5809369,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@H](C)CO)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,441.43800000000016,4.126100000000001,4.0,7.0
CHEMBL5922408,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H](C)CO)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,441.43800000000016,4.126100000000001,4.0,7.0
CHEMBL5801000,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@H](C)COC(=O)[C@@H](N)C(C)C)c(F)c3)ncc2F)c1,100.0,nM,,active,540.5710000000004,4.660300000000003,4.0,9.0
CHEMBL5854828,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN=[N+]=[N-])cc3)ncc2F)c1,550.0,nM,6.26,active,434.4350000000002,4.916500000000003,3.0,7.0
CHEMBL5769228,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(O[C@@H](C)COC(=O)[C@@H](N)C(C)C)c(F)c3)ncc2F)c1,550.0,nM,6.26,active,540.5710000000004,4.660300000000003,4.0,9.0
CHEMBL5856323,COCCOc1ccc(Nc2ncc(F)c(Nc3ccc(CC(=O)C=C4CCC4)cc3)n2)cc1F,550.0,nM,6.26,active,480.51500000000027,5.489100000000004,2.0,7.0
CHEMBL5943719,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOCCOCCN=[N+]=[N-])cc3)ncc2F)c1,1000.0,nM,,active,522.5410000000004,4.9497000000000035,3.0,9.0
CHEMBL5747206,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3ccc(OCCOC)cc3)n2)c1,100.0,nM,,active,423.4480000000002,4.252600000000002,3.0,7.0
CHEMBL6028388,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3cccc(OCCN4CCOCC4)c3)n2)c1,1000.0,nM,,active,478.52800000000036,3.9384000000000023,3.0,8.0
CHEMBL6012059,C=CC(=O)Nc1cccc(Nc2nccc(Nc3cccc(C)c3)n2)c1,100.0,nM,,active,345.40600000000006,4.396720000000002,3.0,5.0
CHEMBL6013487,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3cccc(C)c3)n2)c1,100.0,nM,,active,359.43300000000005,4.705140000000003,3.0,5.0
CHEMBL6013487,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3cccc(C)c3)n2)c1,100.0,nM,,active,359.43300000000005,4.705140000000003,3.0,5.0
CHEMBL5883659,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3cccc(C)c3)n2)c1,100.0,nM,,active,363.3960000000001,4.535820000000002,3.0,5.0
CHEMBL5883659,C=CC(=O)Nc1cccc(Nc2ncc(F)c(Nc3cccc(C)c3)n2)c1,100.0,nM,,active,363.3960000000001,4.535820000000002,3.0,5.0
CHEMBL5764023,Cc1cccc(Nc2nc(Nc3cccc(NC(=O)/C=C/CN(C)C)c3)ncc2F)c1,100.0,nM,,active,420.4920000000002,4.467620000000002,3.0,6.0
CHEMBL5764023,Cc1cccc(Nc2nc(Nc3cccc(NC(=O)/C=C/CN(C)C)c3)ncc2F)c1,100.0,nM,,active,420.4920000000002,4.467620000000002,3.0,6.0
CHEMBL5973958,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3ccccc3)n2)c1,100.0,nM,,active,345.406,4.396720000000002,3.0,5.0
CHEMBL5992705,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3)ncc2C)c1,100.0,nM,,active,345.40600000000006,4.396720000000002,3.0,5.0
CHEMBL5914670,C=CC(=O)Nc1ccc(C)c(Nc2ncc(C)c(Nc3cccc(C)c3)n2)c1,100.0,nM,,active,373.4600000000001,5.013560000000003,3.0,5.0
CHEMBL5846455,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3cccc(Br)c3)n2)c1,550.0,nM,6.26,active,424.302,5.159220000000002,3.0,5.0
CHEMBL5752831,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc2c(c1)CCN(S(=O)(=O)C1CC1)C2,550.0,nM,6.26,active,514.6330000000003,2.769920000000001,3.0,8.0
CHEMBL5814207,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc2c(c1)CCN(C(=O)CCl)C2,100.0,nM,,active,486.98500000000035,3.043120000000002,3.0,7.0
CHEMBL5898708,C=CC(=O)Nc1cccc(Nc2ncc(C)c(Nc3ccc(Oc4ccccc4)cc3)n2)c1,550.0,nM,6.26,active,437.5030000000001,6.189020000000005,3.0,6.0
CHEMBL5798780,C#CCOc1cccc(Nc2ncc(C)c(Nc3cccc(NC(=O)C=C)c3)n2)c1,100.0,nM,,active,399.4540000000001,4.4087200000000015,3.0,6.0
CHEMBL5795317,Cc1cnc(Nc2ccccc2)nc1Nc1cccc(NC(=O)/C=C/CN(C)C)c1,100.0,nM,,active,402.5020000000002,4.328520000000002,3.0,6.0
CHEMBL5979972,C=CC(=O)Nc1ccc(Nc2nc(Nc3ccccc3)ncc2C)cc1,1000.0,nM,,active,345.40600000000006,4.396720000000002,3.0,5.0
CHEMBL5781806,C=CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,100.0,nM,,active,331.379,3.7151200000000015,2.0,5.0
CHEMBL5781806,C=CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,550.0,nM,6.26,active,331.379,3.7151200000000015,2.0,5.0
CHEMBL6044013,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,100.0,nM,,active,441.4380000000002,4.391700000000003,3.0,7.0
CHEMBL6044013,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)c(F)c3)ncc2F)c1,100.0,nM,,active,441.4380000000002,4.391700000000003,3.0,7.0
CHEMBL5968479,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)CC1,450.0,nM,6.35,active,473.3600000000003,5.244600000000004,1.0,6.0
CHEMBL5968479,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)CC1,5.0,nM,8.30,active,473.3600000000003,5.244600000000004,1.0,6.0
CHEMBL5968479,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)CC1,150.0,nM,6.82,active,473.3600000000003,5.244600000000004,1.0,6.0
CHEMBL5968479,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)CC1,77.0,nM,7.11,active,473.3600000000003,5.244600000000004,1.0,6.0
CHEMBL5968479,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)CC1,180.0,nM,6.75,active,473.3600000000003,5.244600000000004,1.0,6.0
CHEMBL5968479,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)CC1,34000.0,nM,4.47,inactive,473.3600000000003,5.244600000000004,1.0,6.0
CHEMBL5983357,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cn2)C1,48.0,nM,7.32,active,416.26800000000014,3.850800000000002,1.0,6.0
CHEMBL5966767,C=CC(=O)N1CC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4)=NC=NC3C=C2OC)C1,10.0,nM,8.00,active,447.32200000000023,3.671700000000002,1.0,6.0
CHEMBL5966767,C=CC(=O)N1CC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4)=NC=NC3C=C2OC)C1,0.51,nM,9.29,active,447.32200000000023,3.671700000000002,1.0,6.0
CHEMBL5966767,C=CC(=O)N1CC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4)=NC=NC3C=C2OC)C1,2.3,nM,8.64,active,447.32200000000023,3.671700000000002,1.0,6.0
CHEMBL5966767,C=CC(=O)N1CC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4)=NC=NC3C=C2OC)C1,2.0,nM,8.70,active,447.32200000000023,3.671700000000002,1.0,6.0
CHEMBL5966767,C=CC(=O)N1CC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4)=NC=NC3C=C2OC)C1,3.6,nM,8.44,active,447.32200000000023,3.671700000000002,1.0,6.0
CHEMBL5966767,C=CC(=O)N1CC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4)=NC=NC3C=C2OC)C1,3.0,nM,8.52,active,447.32200000000023,3.671700000000002,1.0,6.0
CHEMBL5870500,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,60.0,nM,7.22,active,517.3880000000001,5.012680000000005,1.0,6.0
CHEMBL5870500,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,0.13,nM,9.89,active,517.3880000000001,5.012680000000005,1.0,6.0
CHEMBL5870500,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,10.0,nM,8.00,active,517.3880000000001,5.012680000000005,1.0,6.0
CHEMBL5870500,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,7.2,nM,8.14,active,517.3880000000001,5.012680000000005,1.0,6.0
CHEMBL5870500,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,10.0,nM,8.00,active,517.3880000000001,5.012680000000005,1.0,6.0
CHEMBL5870500,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,10000.0,nM,,inactive,517.3880000000001,5.012680000000005,1.0,6.0
CHEMBL5786389,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,100.0,nM,7.00,active,445.3060000000002,4.464400000000003,1.0,6.0
CHEMBL5786389,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,2.5,nM,8.60,active,445.3060000000002,4.464400000000003,1.0,6.0
CHEMBL5786389,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,43.0,nM,7.37,active,445.3060000000002,4.464400000000003,1.0,6.0
CHEMBL5786389,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,23.0,nM,7.64,active,445.3060000000002,4.464400000000003,1.0,6.0
CHEMBL5786389,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,40.0,nM,7.40,active,445.3060000000002,4.464400000000003,1.0,6.0
CHEMBL5786389,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,58.0,nM,7.24,active,445.3060000000002,4.464400000000003,1.0,6.0
CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,7.4,nM,8.13,active,463.2960000000002,4.603500000000004,1.0,6.0
CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,0.35,nM,9.46,active,463.2960000000002,4.603500000000004,1.0,6.0
CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,1.1,nM,8.96,active,463.2960000000002,4.603500000000004,1.0,6.0
CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,1.1,nM,8.96,active,463.2960000000002,4.603500000000004,1.0,6.0
CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,2.0,nM,8.70,active,463.2960000000002,4.603500000000004,1.0,6.0
CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,1.7,nM,8.77,active,463.2960000000002,4.603500000000004,1.0,6.0
CHEMBL6031696,C=CC(=O)N1CC(Oc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3n2)C1,130.0,nM,6.89,active,416.26800000000014,3.850800000000002,1.0,6.0
CHEMBL6031696,C=CC(=O)N1CC(Oc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3n2)C1,11.0,nM,7.96,active,416.26800000000014,3.850800000000002,1.0,6.0
CHEMBL6031696,C=CC(=O)N1CC(Oc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3n2)C1,150.0,nM,6.82,active,416.26800000000014,3.850800000000002,1.0,6.0
CHEMBL6031696,C=CC(=O)N1CC(Oc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3n2)C1,190.0,nM,6.72,active,416.26800000000014,3.850800000000002,1.0,6.0
CHEMBL6031696,C=CC(=O)N1CC(Oc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3n2)C1,190.0,nM,6.72,active,416.26800000000014,3.850800000000002,1.0,6.0
CHEMBL6031696,C=CC(=O)N1CC(Oc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3n2)C1,290.0,nM,6.54,active,416.26800000000014,3.850800000000002,1.0,6.0
CHEMBL6048885,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1,10000.0,nM,,inactive,529.9840000000002,5.722880000000006,1.0,8.0
CHEMBL6048885,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1,81.0,nM,7.09,active,529.9840000000002,5.722880000000006,1.0,8.0
CHEMBL6048885,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1,850.0,nM,6.07,active,529.9840000000002,5.722880000000006,1.0,8.0
CHEMBL6048885,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1,910.0,nM,6.04,active,529.9840000000002,5.722880000000006,1.0,8.0
CHEMBL6048885,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1,910.0,nM,6.04,active,529.9840000000002,5.722880000000006,1.0,8.0
CHEMBL6048885,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)c(C#N)cnc3cc2OC)CC1,10000.0,nM,,inactive,529.9840000000002,5.722880000000006,1.0,8.0
CHEMBL5968807,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(CO)c4)c(C#N)cnc3cc2OC)CC1,10000.0,nM,,inactive,458.5180000000003,3.906780000000003,2.0,7.0
CHEMBL5968807,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(CO)c4)c(C#N)cnc3cc2OC)CC1,650.0,nM,6.19,active,458.5180000000003,3.906780000000003,2.0,7.0
CHEMBL5968807,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(CO)c4)c(C#N)cnc3cc2OC)CC1,10000.0,nM,,inactive,458.5180000000003,3.906780000000003,2.0,7.0
CHEMBL6032261,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)c(C#N)cnc3cc2OC)CC1,37.0,nM,7.43,active,541.833,5.830380000000005,1.0,6.0
